video_id,comments
lXfEK8G8CUI,"['To get IMMUNE click here: https://kgs.link/ImmuneBook –– It’s available in English and German and at online retailers it should be available in pretty much all countries too.\nOhai! I’m Philipp, the founder and head writer of Kurzgesagt and author of IMMUNE! Let me say a few words about it: IMMUNE is older than Kurzgesagt and I began working on it about a decade ago in university. The idea was to explore a super important but also extremely misunderstood and complicated topic and “translate” it into a language everybody could understand. I’ve done my best to basically write a super long Kurzgesagt video but with less of the limitations of a ten minute video.\nIMMUNE is a fascinating and fun journey through your own body, together we’ll be exploring mystery organs, murder universities, your enemies from viruses, bacteria and cancer (and how your immune system might have killed a cancer cell while you were reading the last few sentences) and the incredibly beautiful and amazing parts, cells and systems that keep you alive. After reading it you should not only gain a new appreciation for your own body but also experience disease differently. A flu or something more serious will not be this abstract thing but something you can sort of witness and imagine which mechanisms are active and which cells are doing what. At least personally, knowing how the immune system works always has given me great comfort when I felt unwell. Also 45 illustrated pages by the Kurzgesagt team make the book very pretty.\nPreorders are incredibly important in the world of books so if you are considering getting it, it would mean a lot if you could do that. Because preorders determine if a publisher will try to get the book into bookstores, so a lot of the book’s success depends on it.\nI’m incredibly grateful that so many of you have watched these videos in the last few years. And I hope you will give my first book a chance too. – Philipp', 'This vid bouta make me say sorry to my cells', 'Books 99p on Kindle right now. 🙂', 'Amazing 💜', 'amog us', 'IMMUNE by Detmer. HNY 2024 !!! Getting the book now !!', 'That is really amazing 🎉🎉🎉😊😊', 'Only .2625% of the world population  watched this video.', 'This is one of my favorite kurzgesagt videos', 'Neutrophils be like: I may kill other cells but that’s a sacrifice I’m willing to make.']"
0FH9cgRhQ-k,"['The Black Hole story continues with our Black Hole merch, spanning the whole range from somewhat bonkers to more serious. \nCheck it out here: https://kgs.link/shop-146', 'Ultra-Massive black holes could well have existed before our universe, considering even Quasi black holes are considered to have been difficult to exist given the lifetime of our universe.', 'Phoenix A be like “CHILD”', ""Here's a thought about the curious black hole size jump. That if when black holes get to a certain size they punch through another space time and eject material to a white hole. And the closer they are to another space time the more energy they lose. Let's say a lot of the black holes used to be a pretty  close size but most of them ejected a bunch of their material at once because the other side of space time changed and got suddenly closer."", 'Black Holes are big.', 'Ton 618 lost its ranking as the King its now Phoneix A', '9:50 the music syncs really well with the greatness of the universe', 'All that power and they still can’t beat God', 'more light than ALL the stars combined in the Milky Way (which are only some 100 billion) in 4400 years. That would be so bright, the sky would literally be white.', 'Yet ton got replaced by phoenix']"
G-WO-z-QuWI,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► https://kgs.link/shop-145\n(Worldwide Shipping Available)', ""It would literally take millions of years to terraform a planet. Advanced human civilizations don't exist for that long. Within the next thousand years humans will be back in the Stone Age or extinct."", ""What about the fact that Venus can't vent out heat from its core like earth? We know it gets eventually released when its crust breaks, releasing gas in the process, but heat will build up again due to radioactive decay."", 'Its free real estate!', ""What Venus needs is plate tectonics, solve that and it will take care of the CO2, it's also required for a long term sustainable environment that's capable of self-regulation."", 'If you have infinite energy, Venus terraform is easy.  CO2 reacts with H2O to make carbonates.  You reverse the reaction that put Venus where it is today, by bombarding it with icy asteroids, which will restore the carbonates, which unlike the past will be on the surface, not in subsurface rock that the volcanism put into that atmosphere long ago.', 'how do we know the atmosphere is so dense on venus? i mean he says things but doesnt explain at all how we even came to that conclusion, thats not really learning anything.', 'probably easier to try and save this planet', 'We could potentially pull Venus into the habitable zone', ""Use kirks' wifes' genesis bomb, you know, from the wrath of khan (ricardo montalban starred as khan)...""]"
dFCbJmgeHmA,"['Ohai! So a few more words about our announcement at the end of the video. If you haven’t watched it, here is a summary: Our shop has grown a lot over the years and it is kind of a big deal for us. Check it out here: https://kgs.link/shop-144 We genuinely love creating sciency products that you can actually touch and we are constantly working on expanding it further.\n\nBecause you guys support us directly we are able to grow our team, consistently improve our research process, spend more time on fine-tuning the animations, working on improving our craft wherever possible. And release our content for free and stay independent. Genuinely thank you so much for that.', 'Jupiter really slept on that one', '5:26 yeet', 'Fresh food is scarce while fungus florish. I eat mushrooms.', ""Ya, so why didn't Alligators, Crocodiles, Monitor Lizards, Kamoto Dragons, Caymans, Turtles . . .  not get extinct too."", 'This is where we developed the indomitable human spirit', ""It's crazy to think that this extinction level event wasn't even the worst the Earth has ever had in our brief history as a planet."", 'Cap', 'in sted', 'there was a flood']"
JXeJANDKwDc,"['The script was inspired by an old article from my friend Tim Urban, who runs “Wait but Why”, the best blog on the internet, make sure to check it out. https://waitbutwhy.com It’s so easy to get lost in your daily life: there are so many “urgent” and “annoying” things that you forget that actually every day is special, sort of. And even more so the days we have with friends and family. I know watching a video like this can hit pretty hard. But at least for me, the message it tries to convey does make me actually change my behavior. Reprioritize things. You know. Hope it had a similar effect for some of you.\nAlso, if you want to track how many weeks off your life you have left or get a new perspective on this stuff, we’ve made a few posters you can check out. Getting something from our shop is the best way to support our channel. https://kgs.link/shop-143 In any case, call someone you haven’t called in a while today. And thank you for watching. – Philipp', 'PESADO.', 'This video is a reality check personally for me! Thank you very much for creating meaningful and insightful content like this! God bless you! 🙂', ""6 years on depression meds, questioning life all the time, making everything complicated, searching meaning everywhere.\nwhere were you? Why i didn't know about you?\nThank you so much❤\nMay be its the tear of happiness or the eureka moment\nThank you❤"", 'Why does this have so many views ????', '❤', 'watching this after my Dad unexpectedly passed away 3 months ago. i don’t know how i feel', 'But the most important thing is that you make a decision.\n\nThat hit hard. 💯', 'Someone who has watched this video statistically probably died this week..', 'jjss']"
uzkD5SeuwzM,"['Hey Everybody! So this video is a remake and remaster of an older video that has a mistake in it. You can watch the original here: https://youtu.be/ZL4yYHdDSWs\nWhat is the mistake? In a nutshell: In the original video we said that it was PHYSICALLY impossible to leave the local group and reach other galaxy groups. That the rest of the universe is moving away from us too fast to catch up. But that’s wrong. It is not PHYSICALLY impossible to leave the Local Group, just extremely unlikely that we’ll ever do it. \nBUT: If you have a lot of time and a fast spaceship you can still get to a limited amount of galaxies – these galaxies will eventually get out of reach forever but until then, they are technically within reach. So why did we keep the video up and didn’t purge it when we deleted our addiction and refugee crisis videos?\nWell, it has to do with the nature and severity of the mistake: We did talk to a few astrophysicists to ask them what they thought and if we should take down the video. Their feedback was pretty clear, they thought it was still fine as the universe expansion things explained in the video are correct and they didn’t consider the local group thing as too major. This was actually a case of “good enough”. \nAlso, back when this original upload happened, Kurzgesagt was operating at pretty tight margins and just redoing a video was not easy for us. Back then the team was small and we were fighting to put new videos out. So we just swallowed the bitter pill and kept the video around.\nBut the video still bothered us, as far as we know this was the biggest unfixed mistake on the channel. Super frustrating, especially because the core idea of the video is so fascinating. The limit of our species. The actual limit. So yeah, we finally remade the video, sorry for taking this long, life got in the way.\nThe original video will stay up, you can compare the two if you want to see how far we have come in a few years in terms of production quality. All in all, we could only grow the channel and work on getting better because of direct support from you guys. So thank you for that. – Philipp\n\nPS: If you want, check out our shop for some new posters about the universe posters and black hole plushies and stuff like that: https://kgs.link/shop-142', 'Nothing is lost forever, not even things that move faster than the speed of light. No one is hypothesizing space travel will be at a speed at all. Warping the very fabric of space is the key', 'Bullshit', ""The firmament! The border we'll never cross.😁 Space doesn't exist. As much as we all wish it did. It doesn't. Actually investigate Nasa. Gov. It says it all. The world is flat & we've NEVER been past low earth orbit before because there's a barrier preventing us from getting any further ie the firmament. Don't believe me. Just investigate it yourself & try to find out. Also for extra evidences see my. Play. Lists. I have weeks worth of evidences. Strange isn't it that everything Nasa feeds us is CGI cartoons they made with the help of Morgan State University & their digital arts program.😎 Which of whom they paid over 115 million dollars to over a decades time. Oops sorry to destroy your space fanboy dreams. I wish myself it weren't so. It's a fantastical idea that there were an infinite universe of unidentified subjects to discover. But there isn't. It's all a Fallacy designed to control you & enslave you to the debt system. But that's a whole nother rabbit hole in connection to zionist banking cartel's. Live & learn. It's the mark of an intelligent mind to entertain ideas that contradict your beliefs. & Yes that's a real quote too. Not my words. Remember folks. Condemnation without investigation is the epitome of ignorance.🧐"", 'The human race will never be able to inhabit another planet and will never be able to travel out of the solar system😮', 'i rlly hope wormholes are real', 'Ok I’ll have died someday UNFAZED this bottom G mindset cannot stop me im a formidable warrior in any REALM!!!😂 nah but all seriousness we will never stop trying ik that much', '4:47 bruh', ""The universe is big very big\n\nBut just because it's big dose not mean the things within it can't leave you can leave you just need the right technology\n\nThe Galaxys aren't out of wrench their just far away because their very big and big things need space to move\n\nThe universe can't end \n\nYes things in space die but when something dies it'll always turn into something else something new\n\nHumanity's only limit is their mortality"", ""No real-life human being will ever leave our solar system. At most, only a handful may ever go beyond the orbit of Jupiter.  No matter what sorcery we come up with.\n\nUnless we start the eugenics program in Robert Heinlein's books that breeds perfect spacefaring humans. Humans cable of living a thousand years in the antilife realm of space.""]"
QqsLTNkzvaY,"[""Ok, phew. So we are done explaining any properties of black holes forever. If we ever talk about black holes in future videos we'll always link to this video. If you want to continue thinking about black holes a tad more, you can do so by getting one of the many black hole related things the Kurzgesagt team made with love: https://kgs.link/shop-141"", 'He used a portal robot at the beginning 😂', 'Meat', 'Dude Perfect:', 'JESUS CHRIST IS KING!!!!', ""A black hole and a white hole are connected to each other that's what Albert Einstein said \n\nWhatever comes in the black hole comes out the white hole"", '1000000000000000000000000 to lose 0%000000001 percent what the hell', 'I thought the memory of everything in a Blackhole is imprinted on the event horizon.', 'I remember having an existencial crisis at 7 yrs old just trying to  grasp the concept of nothing really touching, the most basic concept of black holes and the possibility of everything I saw were an illusion of my mind. After a few videos of this channel, Nothing has change 😅😂', 'Hmmm, a supermassive black hole of 4 billion solar masses takes 10 billion years X the amount of grains of sand in an hour glass to lose 1% of its mass. It is a long long long time indeed. It will probably take me as long to do everything I want to do in a week ideally, while working 40hrs']"
EhAemz1v7dQ,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shop-140\n(Worldwide Shipping Available)', 'Climate Alarmism is so insanely overblown is hilarious.\n\nBut using more nuclear energy is a great idea. Nuclear energy reduces pollution and is safer that every other kind of energy source we have(including solar and wind, which kill more people and animals in one year than nuclear has in its entire history… despite nuclear power providing orders of magnitude more energy in the last 70 years than solar or wind)', 'My biggest issue in the nuclear power debate is the massive misinformation and ignorance about the waste storage it’s very safe', ""Doesn't help that for some reason nuclear waste is typically portrayed as acidic green glowing goo... when it's actually just metal cylinders."", 'Well the biggest challenge is climate change', 'We should probably have a mix of all of them except fossil fuels', 'Hello', 'Use nucler now', 'i have an idea :use nuclear as a backup plan  ,dismantle fossil fuel plants and replace with nuclear and renewables and when renewables can cover the shortfall deactivate the nuclear plants but keep ready to reactivate them just in case', 'Fuck HOW ABOUT WE STOP NEEDDING SO MUCH FUCKING ENERGY ?????? How about we all just think more?\nAnd stop making more kids that we can use for our slavery society\nFuck this']"
VB_GWz25B3Q,"['The Map of Evolution and other beautiful sciency posters, researched and designed with love, are now available on the kurzgesagt shop. Our shop is the best way to support us directly and keep our videos free for everyone. \n►► https://kgs.link/shop-139\n(Worldwide Shipping Available)', '7:39 \nI felt that', ""Now that you have seen everyone *ahem* die... how about you just seerandom stuff of people getting punched in the face ir watching the eclipse... yeah that is it so far... so watch- or don't. I don't care what you do."", 'The stock market would crash', 'I learned... a thing or two', 'the lesson was the earth should not be gold', 'in what app are you making posters?', 'Steve.', ""Don't get a finger which can change stuff to gold."", ""Moral of the story is don't play around with magic.""]"
Jzfpyo-q-RM,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► https://kgs.link/shop-138\n(Worldwide Shipping Available)', 'I’m sure \n\n', 'The worst part is when they compare the energy consumption of the average EU citizen and the average US citizen (twice as much!).  REDUCE should always be the first strategy!', '🙏🙏 Please spread the Gospel 🙏🙏', ""Fukushima response was quick guess that doesn't include the plant operators begging the government for water and received bottle water"", 'I think enery nuclear is best more than oli ,coal or Gas\nThe German government is really stupid\nthey have killed more than saved and increased climate change', 'Here is when it said that 0:57', 'Just remember folks, nuclear power is safer and more effective that any other source of energy', ""We're regressing as a species smh"", 'You see, the reason why people don\'t want renewable energy sources is because it\'s not profitable. For coal, gas, and oil they are all depletable assets. Someone/a corporation owns it and then can sell it and depending on how big a project it is, other people can invest in it and get a piece of the pie as well which is usually how it goes. \nWith renewable sources then comes the argument of who will own the raw resources? Who owns the water? Does the business own a portion of the area? If so, what if someone\'s water source flows into someone else\'s? What about sunlight?\nOf course, the reasonable people say ""Nobody will own it. It\'s nobody\'s to own except God (If you believe in that)"" but the affluent and evil billionaires don\'t care. That\'s why everyone wants renewable energy, but it\'s not being made at the speed it SHOULD be. Gas and oil\'s usefulness will PLUMMET and that is an extraordinarily MASSIVE market for the whole world. I don\'t think the world\'s economy will be able to recover if it changes too fast. There\'s a reason everyone is so focused on what the cost of a barrel of oil is']"
qEfPBt9dU60,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► https://kgs.link/shop-137\n(Worldwide Shipping Available)', 'What a stupid, insane idea. - WTF -  🤮🤮🤮', ""The thing i can't get through my mind is the radiation feom said nuclear explosion only takes a damn year to be at the background level thats how intense radiation is out in space"", 'Really bad idea to nuke anything on the moon. The aliens who own it and live there would not be too happy about it. There was a rumor that Apollo 13 was carrying a small nuke to explode--instead the aliens made the Oxygen tank leak and spoiled the idea of landing---we are lucky they got back alive,', 'It takes oxygen to burn anything!', 'Why don’t we nuke earth instead of the moon? Mankind are so smart invest things that destroy the peace of the universe, no wonder our body is on earth aka “sh!thole”.', 'When I heard talk about the Americans nuking the moon to demonstrate their might to Russia, a number of thought sprang to mind. As with the initial Trinity tests at White Sands anew Mexico, the Americans didn’t know if they would split the earth when they detonated the atomic bomb. But they did it anyway ! The moon may have suffered a similar fate. It could have fallen out of orbit, plummeted to earth or headed for Pluto. They just didn’t know. But somehow, they managed to overcome any feelings of trepidation or guilt towards humanity. They did it anyway. It’s a wonderful ting to be so confident in your manhood tat you can overcome these little things that are set to test you. Might is right and the sheer fuckoffedness of it is astounding ! For democracy and the American way, even if the rest of us were never asked or weren’t American. And people have the temerity to call these god fearing men of science, arrogant ! I can’t see it myself. They must be some kind of car-mune-ists !', ""Sounds like the sort of question you'd be asked by someone who wears a crash helmet to bed, and eats crayons instead of colouring in a picture. 😂😂"", 'Where the hell are all these English voices coming from on youtube?', 'They need to watch the first episode of space 1999 ?']"
4b33NTAuF5E,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► https://kgs.link/shop-136\n(Worldwide Shipping Available)', 'Let’s say we can do it. A perfect copy for ours minds. You are not the one who Lives forever, the you create a clone and the die. Is just a illusion and selfish desire', 'I think we should connect are brain on the computer we can living in virtual world', 'heres a question, what if our simulation self comes across a computer virus?', 'No but then we can sell a shitload of data for mucho dollars 😊🫡🤣🤪🥰🥰❤️&Understanding Profits', ""If you can upload consciousness to a computer it wouldn't be like transferring the experience you're experiencing into a machine. I think it'd be more like you'd die and there will be a copy of your consciousness that's being experienced by another entity. Someone else would be living in your shoes is how I think it'll end up being."", 'Can we be a game character instead?', 'I want to become cyborg', '😂 just pencil me in as a John Doe..and the quantum nanotech can fill in the rest.😂', 'No you can’t upload your mind and live forever. You could copy aspects of yourself into digitized format, but it would be a copy and would not allow emotion etc.  most of what “we” are is dependent on chemical processes. From emotion to sensation. This would not exist in the digital world.  Imagery of memory perhaps…']"
gLZJlf5rHVs,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► https://kgs.link/shop-135\n(Worldwide Shipping Available)', ""3:00 I CAN'T 🤣🤣🤣🤣🤣🤣🤣🤣🤣"", 'This is the story that gives me goosebumps i watch this before and from this day  i love it that makes me cry', 'earth could also find a new star to orbit.', 'This sounds like a great Sci-fi plot', ""Good video!  I would bet that, given that we'd have thousands of years of warning, rather than hunker down indefinitely on a frozen Earth we'd abandon it and try to colonize Mars, assuming it was not also ejected.  A tropical paradise by comparison. :)"", 'In know', 'In know', 'JESUS CHRIST IS LORD!!!!!', '2 years later Peekaboo kidz made a video explaining this']"
E1KkQrFEl2I,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► https://kgs.link/shop-134\n(Worldwide Shipping Available)', 'Rather than size having a limit, isn’t it specifically the size of the smallest dimension of the organism? Seems diffusion can only penetrate a short distance.. aren’t the bigger examples manipulating that trick to get that big? Jellyfish being a very thin bowl shape rather than a half sphere, flatworm being flat and the sponge having separate compartments allowing water to surround small parts? Though the overall size islimited by gravity and pressure only allowing a max difference in how extreme the gap is between smallest dimension and the other two are and holding itself together,. Couldn’t greater extremes be doable under diff conditions on other planets?', 'Taft', 'That volume to surface area ratio phenomenon is also why mini M&Ms taste so good.  It’s a higher candy coating to chocolate ratio compared to regular M&Ms.', '""Staying alive is about doing things"".\n\nMe lying on my bed: 👁👄 👁', 'Currently watching this while breathing:', '*bacterium', '0:01 dirty mind activated', '""In and out,In and out""\n\nDeaf people:😄😇\n\nBlind people:💀😱😯', '00:01']"
dSu5sXmsur4,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► https://kgs.link/shop-133\n(Worldwide Shipping Available)', 'We are doing it now - watch', ""Also look up bees /aluminium, this is a peer reviewed study on bee's, they found our bee's were saturated in nano particles of aluminium so much so it was giving the bee 's altzhiemer s, some search engines sensor this, maybe avoid Google. Ps nano particles of aluminium can stay suspended in the sky for long periods, and has a high reflective capability. Aluminium is a neuro toxin that causes altzhiemers, incidentally altzhiemers in the UK has now overtaken heart decease as the biggest killer. Red flag guys 😮"", 'Our Environment is constantly in flux. We need to stop using the entire planet as a test case.\nOur very own CIA was behind pushing the Biolabs we now see dotting the globe were for monetary gains of the Big Pharma industry.\nThis is just as dangerous as Bioweapon technologies that can destroy plants and animals when these weapons are released. So imagine that we deploy this SAI technology (we actually have already done so). \nAnd imagine that the effects boomerang out of control causing a worse problem. Could the particles cause inadvertent harm?\nWe now know that Bioweapons are threatening the entire existence of life on our Planet if accidentally released.\nAnd the companies and investors that benefit from this SAI plot are the same who invested into the Global Warming Industry.\nFollow the Money 💰', 'This message of lies and propaganda is brought to you by the WEF and the UN.', 'The Earth is healing itself. No need for this idiotic actions. Plant the forest if you want to help. Spraying aluminium, stronzium, barium, polymer fibers, microplastics and graphen will only kill us all', 'Pure propaganda... Geoengineering has been in operation for years and is the true cause of climate catastrophe as a justification for carbon tax ... This is why we no longer have blue skies ... just look up...', 'Šő ťeçŋičallƴ sñöw əqùałs ŝņøŵ', 'Ever heard of Snowpiercer?', 'Themango']"
CWu29PRCUvQ,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► https://kgs.link/shop-131\n(Worldwide Shipping Available)', 'Love the past ages 🫡', ""I don't think it's that complicated. When humans reached critical mass for their territory they simply moved into other humans' territories wielding culture."", ""Imagine if Native Americans had gone through the farming age at the same time as Europe, Africa and Asia then when one side came over to the other they would've doubled the global disease having 2 separate microbial ecologies mix instead of one having to adapt to the other (while also being brought mostly out of being Hunter gathers into the modern era with them (should do a video on South American history))"", ""i'd like to play a game like Empire Earth from 2000s, but with art style like your animation videos. \nWhere at first Era of humanity , we play as a nomad tribe. We gain XP from it and then use that XP to learn advanced technique to improve civilization. starting from old paleolithic, mesolithic, neolithic, then we hunt, start planting seed, learn tools to hunt better animal, then domestication, etc. i think that would be a better way to learn civilization through game."", 'm-m-mahal kita!', 'I like how that the future people things the figit spinner is a bottle opener lmao', 'For Fairness Said. \nOur Technology at Recording and Preserving Records has become insanely more Advanced. \nSo unless some big Catastrophe happens. \nPeople in 12.000 Years should have a far easier Time figuring us out than we got figuring out what went on 12.000 Years ago.', '8:57', 'The Battle of cyberpunk']"
wbR-5mHI6bo,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► https://kgs.link/shop-130\n(Worldwide Shipping Available)', 'Tell China and India to switch to a cleaner source of energy. The US has multiple sources of fossil fuels. Our issue is the balance in which we use these energies that may or may not contribute to greenhouse gases', ""Looks like we need to make more graphene polymer batteries so our electric cars don't blow up..."", 'Just removing fossil fuels and moving to clean energy would do so much… and it’s not a huge change to the way we do things. Don’t have to go vegan, don’t have to go without.', 'Wszystko fajnie ale śmierdzi mi tu Unią europejską', 'VOLTAIRE - If they can make you believe absurdities, they can make you commit atrocities. \nThe absurdity is climate change is bad, the atrocity is Net Zero policies that destroy human endeavour. The other atrocity is - Decarbonise = Depopulate. The Cult demands decarbonisation.\nThere is only one question to ask yourself. Is CO2 good or bad?\nHere is a fact the climate cult will never tell you - CO2 (PLANT FOOD) is the trace gas of life that barely exists in our atmosphere (0.042%), without which we and every other carbon based life form does not exist. Without CO2 (plant food) this is a dead planet. Plants die below 150ppmv. At 200ppmv plants are barely surviving. At 300ppmv plants are surviving but far from happy. Today we are at 425ppmv or 0.0425% and we have a greening planet that is creating enough biomass to feed 10 billion people and every other animal. At 1000ppmv the planet becomes so abundant it would be a garden of Eden. \nAs the planet has warmed very gently from the Little Ice Age starting around 330 ya, CO2 also started to rise some time after as the oceans slowly warmed and commenced out gassing CO2 naturally. We and every other carbon based life form has benefitted from the warmth and extra plant food (CO2). How do we know this. It’s called history. Humans have always thrived during warm periods such as the Minoan, Roman and Medieval warm periods. All life starts to die off rapidly during cold periods such as the Little Ice Age where hundreds of millions of people died before their time from hypothermia, crop failure, starvation, diseases and other cold related medical conditions between 1350 and 1850. 500 years of death and devastation where only the strong and the lucky survived.\nFear the cold, worship the warmth. Just ask a greenhouse farmer why they pump CO2 into their warm greenhouses. Plants love it and they thrive in CO2 levels of 1500ppmv and much more if farmers could afford it.\nThere is no scenario where CO2 increases cause trouble as natural warming caused by the sun and several other natural cycles controls CO2 levels. CO2 has never controlled the temperature as it is a minor Green House Gas (GHG). Water is the major GHG by far. The only reason the climate cult has demonised CO2 is because we would laugh at them if they demonised H2O. The only scenario where we are in trouble is when C02 decreases through the stupidity of man made carbon capture which requires huge amounts of energy. This is also an absurdity like no other. CO2 is the gas of life and it can only be good and not bad as the climate activists suggest. \nWe are at historically low levels of CO2 which has steadily decreased from 7000ppmv some 540 million years ago when complex life burst into existence during the Cambrian Explosion. The reason complex life appeared was because there was an abundance of CO2 in the atmosphere and the planet did not catch fire as the doomsday cult would have you believe. CO2 is a minor GHG that will slowly increase as the climate warms through natural processes as it always has millions of times before now. Our CO2 contribution is minor and overall a net benefit to the planet as we are seeing from satellite images that clearly show a greening planet. There is no climate crisis, just a science crisis where fake climate scientists pander to their incompetent government/UN/WEF paymasters who reward their fake data and misinformation that CO2 and climate change is bad.\nHow do you know a scam from the truth. All you need to do is look at the character and IQ of the people pushing the lie. AOC, Biden, Obama, Harris, Gore, Greta, the UN/WEF/corrupt governments and corrupt scientists making lots of money peddling snake oil and misinformation. The common factor with all these scammers is they all embrace socialism and control of the population.', 'The climate cult only exists to destroy our great capitalist society so they can take all your money and rights. Do not listen to these nutcases.', ""We have already raised CO2 levels from 0.028% to 0.042%. Unfortunately, the power to change lies in the people that run coal plants and whatnot. This is where we run into the main problem of capitalism. It promotes money, meaning we get lots of very rich people, and money is power. The only reliable path is to raise the appeal of renewable energy like nuclear power and solar power. Even though nuclear power isn't usually said to be renewable as uranium supplies are limited, we have the ability to synthesize it through particle colliders."", ""I'm reminded of preachers telling me to give all I got for salvation. This is no different of a con."", 'i need that doormat from 8:13!']"
3mnSDifDSxQ,"['We created our first app ‘Universe in a Nutshell’, together with Tim Urban of Wait but Why! You can get it here:\nAppstore: http://kgs.link/universe-app-ios\nGoogle Playstore: http://kgs.link/universe-app-android\nOh boy. Making an app is hard. It seemed so easy when we started. We underestimated the necessary work load and all the potential problems tenfold – this is not a figure of speech, this took ten times longer than we thought it would. And we are sort of used to working on big projects. So the first update to the app should hopefully be here in the next 24 hours (we are waiting for approval of the update in the app stores) – it will fix a bunch of small things that slipped through. We’ll constantly improve this thing because while it was honestly a horrible nightmare to make, it also was fun and we want to get better at it and make more things in the future. In case you don’t know Wait but Why btw, it is the best and most fun blog on the internet (https://waitbutwhy.com/2020/09/universe.html) and if you don’t know it you should change that like right now. Tim and I collaborated for the first time in 2013 and we have been good friends ever since. And this thing was something we started talking about years ago.\nSo what is this thing we made and why? You can seamlessly travel from the smallest things in existence, past the coronavirus, human cells and dinosaurs all the way to the largest stars and galaxies and marvel at the whole observable universe. You can learn more about each object or simply enjoy the sheer scale of it all. It’s a fun plaything. The app is inspired by the “scale of the universe” website by the Huang Twins that Tim and I spent a lot of time with when it came out years ago – and felt that it was finally time to create a Wait but Why and Kurzgesagt version.\nThere are no in-app purchases and no ads. All future updates are included! Since this is our first app we would love to hear your feedback so we can improve it over time. Leave us a five star review if you want to support it. Kurzgesagt and all the projects we do are mostly funded by viewers like you. So if you like the app we’ll make more digital things in future! Ok! Thank you for reading – Philipp', 'Ton 618', 'Its amazing how tiny we and our entire solar system is compared to some stars alone. Supposedly, a very long time ago, something called quasi stars may have existed and could have been about 5 times bigger than Stephenson. Crazy!', 'There is no proof this claims… just pretending to know and knowledgeable people', 'Does anyone know the largest and densest star that superman can fly through the center of and survive?', ""Peoples not realise how universe is big,well i guess u can't even call something big as it is endless ....this is just very scary honestly,shows me how we peoples are nothing compared to something that big.Time is our biggest enemy indeed,i wish i could live few thousands of years just so i can experience technology of time travel to explore the universe ,see other life forms ,which certainly exists ,etc etc ...."", 'What the fuck', 'The narrator is so bbygirl', 'Faliures', 'Imagine summoning a bfdi guy']"
B3QTAgHlwEg,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► https://kgs.link/shop-128\n(Worldwide Shipping Available)', 'We have weaver ants in our garden, and one of them fell on my neck.(good thing it didnt bite me)', 'We have much things to learn from ants, pure comunism and nothing personal, just will to live and prosper', '""Have you heard about the high ants?""', 'that was excellent', 'Plot twist...... the ant eater arrives', 'Not only is this story incredibly illustrated, narrated and animated, but the ants are also cute in this one :3', 'I wonder how they feel about child labor laws?', 'God, imagine if ants were sentient.', 'I WANT ANT VIDEO GAMES']"
