video_id,comments
dqwpQarrDwk,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'I always thought that combing this with a more advanced version of Project HARP would be the best way forward. The Space Gun would fire small satellites into low earth orbit where they would either stay or boost up to be caught by a skyhood to either bring them higher or send them to another planet.', 'Is it expensive', 'Very intelligent idea! What u could also do is a series of skyhooks, call em hookshots, in a line in orbit. Like a monkey that swings from branch to branch, each hookshot propelling a craft faster and faster so u can get to ur destination in 1 day lol', 'The Axalatal Theory? 😶', 'Just imagine overloads the passengers will experience while spinning at Mach Jesus around a moon.', 'This is a very hopeful and cool concept, but considering that ""nothing is stopping humanity..."", people should be aware that there is a lot of space debris orbiting around the Earth, with little being done to remove it. Humans might as well hinder their ability to develop cool things like the skyhook if they don\'t solve this immediate problem first!', '👍🏻😎🦝👽', 'You should fw this to elon musk , i think its brilliant plus the whole hitch hikers guide to the galaxy animation a plus', ""The Mars tether is attached to Phobos - so we'll need to build something like a perfectly circular railroad track around the equator of the moon, with very low friction? Then we need THAT track to be able to rotate over Phobos's surface on an axle pointed at the center of Mars to be able to aim the plane to line up with the incoming ships or destinations. To further complicate that construction, Phobos is irregular, not spherical. For receiving, we'd ALSO need to deal with what happens if Mars is blocking the path to the tether as it's coming in? While it does orbit pretty fast, I'd expect the window to catch the tether would be rather short.\n\nFor the record, I'm a mechanical engineer, not an astrophysicist!""]"
udFxKZRyQt4,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'in 0:53 it looks like a candycorn', 'Sun slice: forbidden candy corn 😋', 'Can iron even exist at the centre of a star without boiling', '👅', 'UHMMM GOODLICKKK', 'int the center', 'you could kill a star we have iron in our body so that means you could make it explode', 'a cool thing', 'If Our solar system was made of a neutron star, and a strange matter actually existed. That would mean all the strange matter may be found inside of Saturn, because of its strange hexagonal shape at the top North Pole of the planet. strange matter may be found there,  because it keeps growing']"
5iPH-br_eJQ,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'One of the best and important videos I have ever watched', 'Nuclear weapons are extremely destructive and have devastating consequences. The use of nuclear weapons is considered a highly controversial and unethical act due to the immense loss of life, long-lasting environmental damage, and the potential for triggering a global nuclear war.\r\n\r\nIf a city were to be targeted with a nuclear weapon, the immediate impact would be catastrophic. The intense heat and blast wave caused by the explosion would result in the destruction of buildings, infrastructure, and densely populated areas within a significant radius. The number of casualties would be enormous, with immediate deaths occurring due to the blast, heat, and radiation exposure.\r\n\r\nThe survivors would face numerous challenges, including severe injuries, radiation sickness, and long-term health effects. The infrastructure necessary for essential services such as healthcare, transportation, and communication would be severely compromised, making rescue and recovery efforts extremely difficult.\r\n\r\nThe long-term consequences of a nuclear attack are equally devastating. The release of radioactive fallout would contaminate the surrounding area, making it uninhabitable for an extended period. The environmental damage, loss of biodiversity, and contamination of water sources would have severe implications for the ecosystem.\r\n\r\nFurthermore, the psychological and societal impact cannot be overstated. Survivors would face trauma, grief, and the challenge of rebuilding their lives in the aftermath of such a horrific event. The international community would be deeply affected, leading to political instability, increased tensions, and potential retaliatory actions.\r\n\r\nIt is important to note that the use of nuclear weapons is internationally condemned by the majority of nations. Various treaties and agreements, such as the Treaty on the Non-Proliferation of Nuclear Weapons (NPT), aim to prevent the use and spread of nuclear weapons and promote disarmament.\r\n\r\nOverall, the use of nuclear weapons is a grave and destructive act that should be avoided at all costs. The focus should be on promoting peace, diplomacy, and finding nonviolent solutions to conflicts.', 'Question: how do they make those nukes?', 'The problem is without nukes countries will invade eachother causing much more death and suffering then a bomb ever could', 'damn i would just choose to evaporate by the blast than suffering from the radiation', 'You got me at nuke-', 'it is terrifying what humans are capable of', ""I want to see a town or a whole state that faced a nuke, i'd like to explore it, it'd be like fallout"", '?']"
cqECNYmM23A,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', 'This is the craziest video I’ve ever seen on youtube', 'California carpenter ant: YES! I just killed 22 Argentine ants!\n\nThe 76 that just hatched three seconds after the California ant said that: 🗿', 'please do another ant video', 'Ah yes, putting a piece of old food in between two different ant colonies. The original Top-down war-sim game.', 'Imagine one day the right mutation occurs which results in ants forming an an Ant United Nation and them declaring war on humans 😅', 'Im from argentina so im happy that they are from where i live', 'Anyone else get itchy watching this?', '🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷', 'Aaaakkkkk']"
PaErPyEnDvk,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', 'Why is no one mentioning ponyo’s mom at 1:50?!', 'You’re the better version of the infographics show', 'pokemon', 'I love the references here, like the Granmamare from Ponyo, a Japanese film. 1:51', ""I'm a fourteen year old kid who doesn't even want to do chores and homeschooled with a problem of not doing home schooling,\n\nand yet, without my mom's knowledge (she's at work so I can't exactly tell her) I signed up for Brilliant because this creator who I watch when I'm working on my little book caught my attention a few months back with black holes — and now I'm learning stuff I'm actually interested in."", 'That biomass distribution is very interesting.', 'Editing is nice', 'The quality.....oh my lord..❤', ""We're those pokemon in the ocean?""]"
h6fcK_fRYaI,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'Wow', 'thank you for being my peace', 'I want to change my current character and waiting for death is boring, the best way would be to choose the shortcut, bye.\r\n(I hope I come as Elon Musk :D)', 'Damn already 4 years 😕', 'It’s crazy how I watched this 30 MILLION times 😯 😯.', 'The line “All religions are right in their own way” goes *hard*', ""This video is absolutely amazing, can't believe I've done it!"", ""Bunch of miserable christians here in the comments can't even fathom the thought of enjoying a good story yet seem to speak of the bible like it isn't just one big story. This is a great video. 😌"", 'Find music']"
7_e0CA_nhaE,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', 'Humans: Actually tries to resolve conflict\n\nAnts: *KILL*', '""War is a human invention""\nAnts when the other colony is a different color:😡', 'Back when they did amazing videos…', '""What is my purpose""\n""Block the hole with your head""\n""Oh my god""', '3:07 bro really emoted on them💀', 'In the grim darkness of the far future, there is only ant war', '“Home by the Queens birthday!”', 'I wonder if there’s a napoleon or the Gus khan of the ant world 😂', '“Some Ant groups just can’t get along” reminds me of current Hamas and Israel war, with tunnel colonies of Hamas as startling similarity to leaf cutter ants.']"
BSypUV6QUNw,"['You can now preorder the Kurzgesagt Immune System book! “IMMUNE –\xa0A Journey into the Mysterious System That Keeps You Alive”:\xa0https://kgs.link/ImmuneBook\nIMMUNE is a fascinating and fun journey through your own body, where we’ll be exploring mystery organs, murder universities, your enemies from viruses, bacteria and cancer (and how your immune system might have killed a cancer cell while you were reading the last few sentences) and the incredibly beautiful and amazing parts, cells and systems that keep you alive. After reading it you should not only gain a new appreciation for your own body but also experience disease differently. Also 45 illustrated pages by the Kurzgesagt team make the book very pretty.', 'Amazing 💜', 'And all this happened because of evolution...obviously their is an intelligent designer  behind all of this. God!!', 'Why oh why did you ask me to  imagine being covered in hornets!?🐝😖', 'Why is the title Serbian?', 'i’m seven years old', 'hey kurzgesagt can you please make complement toys that looks like theway in the video and they shuold work and act like lego can you publish it in the uk and usa besause i am in the uk and want you to make the coplement toys like lego in the uk so please make them', 'Great job 👍\nWhen studying immunology, the complement system drove me crazy 🤯😱😫😩', 'I really like this video and I love the immune system 😊🥰😍 Also because of this I really want to be a doctor ❤\n😊', 'Random question would complement help with cancer?']"
FfgT6zx4k3Q,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'my eyes burn when i stare at a screen for hours', 'Over long durations of time electronics cause entropy and atrophy of cellular structure, Mainly due to electrical dispersion which is the electricity moving through A open metal circuit that destabilize cellular structure. Also Higher electromagnetic frequencies wifi AKA electrons vibrating metals ""Frequency of wifi and cellular towers also cause cellular damage. on .gov they also say do not carry cell phones around on so they do not cause health problems.', ""I really appreciate that you stick to the evidences instead of being more vague about this topic because it'd be more catchy"", 'どこの国もマスメディアに苦労させられてるんだなあ...', 'Not a single BCS reference in these comments smh', '6:09 Is it me ? or Everyone thinks the *prolonged exposure* of even non ionizing radiation can *exhaust/burn/inflammation* to us?', 'So Godzilla has radiation in him... does he use a phone???', 'I know he swapped those numbers!', 'Przegląd kursów']"
ouAccsTzlGU,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'I’m vegetarian', ""So, what's the short answer of why is meat unhealthy?"", 'i love meat, and i like my steak as bloody as possible, i know the costs and i know the risks, i just dont give a damn!', 'Make a video on : does eating meat makes you dumb?', 'Great video!!!', 'Me eating 1kg a day', 'Lies. God created animals to be eaten by man', '2:08 then explain why popeye gets so strong.', 'Animals are food. Plants are drugs.']"
h4Uu5eyN6VU,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'EU is not as democratic as the single countries are, it’s pointed at the “veto option” when it’s pointed out that the EU lack democracy, as in theory each country can veto decisions. In reality the veto option is hard to actually use, as all the other countries will put enormous pressure on the country that in the end decide to use the right to veto. As we have seen now when Hungary vetoed the plan to give Ukraine even more economic support. Also EU have reduced the right to veto and will for sure reduce it even more making it almost impossible to use. There are many problems with democracy in EU, or the lack of democracy. For example there are no EU parties people can vote for, and no parties in the EU Parliament that actually announce their politics, it’s all very muddled, for a reason, as the whole point of the EU political process is stopping voters from actually have an impact in decision making. For example in the UK if people does not like the direction politics is taking they can vote out the government in the next election, this is absolutely impossible in EU, as who would you vote for??', '2:04 I love how the UK just flies off', 'More direct democracy is required and the EU Parlement must get full power over anything decided by the EU.', 'EU is trash because if a country joins it they will lose sovereignty', 'clay fighter pog', 'Anybody remember that migrant crisis in Europe some years ago?', ""I absolutly love Kurzgesagt, but i can't call a parliament influencial if he can't propose laws"", 'Why was Finland included in the map? Finland only became a meber this year?', 'No migrants and it would be perfect']"
zBkVCpbNnkU,"['You want to learn more about science? Check out our sciency products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/science\n(Worldwide Shipping Available)', '2 years later and the newer comments are just as hilariously volatile as before and with at least a few of the exact same faces, its quite hilarious how dedicated some people are to doing something so useless like spam anti-vaxx bullshit on a YouTube video when they could probably put that effort into doing something productive but instead they get hyper focused on the wrong things', 'If you disrespect the Head of the Table then you shouldn’t have a place at MY table. \rActions have consequences and I will make you understand\r\n👑\r\n🦁', ""I'm allergic to penicilin"", 'The only thing I wish this would mention is maybe something about how little females are used in health studies. Some vaccines can have some side effects on females that it would not have on males. Although that is a thing though I am so for vaccines and get all vaccines I am recommended, and especially for the reason of herd immunity.', 'Not so new News flash, we have longer life expectancies since the creation of vaccines. Case closed.', 'well this didnt age well', 'Well at least someone addressed this.', 'strangely prescient video topic for 2019 lmao', ""When you contract COVID, it can make you severely ill. At that point, your body is encountering an unknown virus, and it works to fight against the COVID infection. So, while there may be risks associated with the vaccine, there's also a significant risk of severe COVID infection because your body isn't familiar with what's happening. COVID can seriously impact your body's health.""]"
p_8yK2kmxoo,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'Good one😂', 'Awful lot of the use of ""may"" and ""might"" and ""could"" here...', ""Why didn't they take the opportunity to call strange quarks a combination of queer and quark, queerks..."", 'Seems like inside these things exists around where pronouns are irrelevant and gender is useless. In a less cringy way than it is currently', 'Incel quarks —> neutrinos', 'Is it just me or does a lot of “science words” and “science names” sound really really dorky??\n\nLike, “Strange Matter” is so basic it could be a plot line in a sci-fi novel \n\nAnd then we have the names that are just random numbers and letters', 'Negative video', 'Bs video', 'Its god , why create like they are demon ,, because i guess thats how you look at world']"
JyECrGp-Sw8,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', '1:07 Earth exploded😂', '“You’re still going to school right?”', '4:46', 'Boom', 'You stopped me from doing this, thanks for the vid you saved earth!', 'Achei o meme!', 'Türkler', 'Are you a boy', 'Can it beat Goku though?']"
H6u0VBqNBQ8,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', ""Most of the processing our brain does in regards to making sense of our environment is subconscious, there's no known reason why we need to be conscious in order to navigate our environment or do complex tasks. Explaiing why we have consciousness in evolutionary terms also doesn't explain what it is or how it's possible."", 'if you believe this nonsense, I have a great deal on a bridge for ya...\nhardly used! special price for you, my friend, today only! hahahaha', 'Consciousness was made God at the creation genesis chapters 1 an Two say God made made man out of the dust of the earth and breathed life in to him and he became a living soul.', 'I am 62 and i feel like an infant because there are thousands of generations before me and their way of life meaning that my parents are older children who raised me.', 'To me it appears that we are more conscious when we get more responsibilities.\nI loved when i was a kid since it was like being high on a drug since drugs make you less conscious and just enjoy the moment.', 'Did they ever elaborate in another video on theories of consciousness?', 'The evolutionary sleight of hand at play yet again: consciousness evolved from consciousness. No one is curious as to how simple consciousness evolved into complex consciousness, the real problem is how consciousness exists at all.', 'Ok but what about people who are born blind or blind and deaf. Doesn’t including the ability to see imply that those individuals are not conscious the way the outgroup is?', 'Every organism has as much consciousness as it needs to survive. Life is the purpose, to just be and expand. There is nowhere to be than right here, right now, every now, forever. There is so much love behind life, every organism screams I want to be, every cell. It wants it so much that that love orchestrated matter to give rise to beingness. Shine bright you crazy diamonds, bearers of life.']"
JtUAAXe_0VI,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', ""Actually I want to work for kurzgesagt I Wana be part of the team work for a project thats worth it all this knowlage for free it has a purpose and when I have the capacity kurzgesagt will be my first option when I can jump into the working world I have endless trust and believe in kurzgesagt<3 (well the part where they made a false evulation chart doesn't count they fixed it)"", 'Kurzgesagt just do your job, by searching informations 👍', '1:04 gyat bro', 'Ive seen a video on how kurzgesat makes their videos, and guess what, IT TAKES TWELVE HUNDRED HOURS TO MAKE; one video… i just dont know what to say anymore,', '0:29 that duck is thicccc\n5:03 Garfield clock', '0:30', 'Kurz no one is perfect! We learn from mistakes!', 'They really animated the butt.', 'I trust these videos a lot more than the 5 minute craft videos that tell you to charge your phone in the microwave or drop lemon juice in your eyes to change their colour']"
n3Xv_g3g-mA,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'Thank you everyone for commenting \nAnd thank you content creator for creating all these videos so that i am able to connect with people like me .\nThank you 🙏', ""I'm about to turn 32 years old and really don't have any friends. This feeling of loneliness eats up my mind all the time. I often feel sad and cold. I just want some friends, someone to talk to and hang out with. Don't know if I'd ever make it out of this downwards spiral mental blockage that's draining the life out of me every second.."", 'People. If you feel lonely, get a pet (rat, hamster, fish) that does not require much time and just start caring for it, loving it and communicating. This helps a lot. 🫂🤍', 'Loneliness can take many forms, and it can have various causes. You can be thoroughly normal and fit and able etc. and have a good job and social life and so on and still end up lonely, or you can be severely socially disabled and totally unable to work or socialise etc. and have to be all alone nearly ALL the time, and NOT feel lonely. But why is it whenever anyone brings up the subject in the media, including you tube, there is NEVER any mention of those folk who are FORCIBLY isolated as I am because of far more severe misophonia and various other appalling inherited problems. Some folk CANNOT work, or ""socialise"", or go out on a date etc. because of all the excruciating noise in so-called ""social"" venues, and where I live there is various so-called ""friendship"" or ""social"" groups mostly run in local churches which seek to break loneliness and help folk meet new friends or someone to love etc. but I\'m effectively locked out of all such places because of all the raucous exuberance in such places. And also whenever misophonia is discussed anywhere in the media again there is never any mention of the far more severe cases which forcibly isolate people and utterly RUIN entire lives, and why not? It\'s deadly serious but never taken remotely seriously by any of the ignorant normal crowd and it\'s about time it was!', ""When you feel lonely...\n\nIt feels like ur dead. You have no courage to talk to the person for which you have acquired this state of mentality. And over that, due to ur disturbed state, u just blame urself for all of it, Again n again. You feel that it was all your fault. This feeling, that feeling of guilt, will kill u more, it will burn u like hell... This will contaminate you in the worst way. All day along, your mind will be going round that stuff.There will be continued period of time when you won't be able to sleep; for days, for weeks, or for months. You won't be able to perform any activity without  the negative thoughts roaming in ur mind. And slowly, your state will keep  worsening day by day. That's the most dangerous thing about it....\n\nIt really feels like hell"", '....wow', 'I could say I have lots of friends.. but I’m always the one who texts first..', 'ALONE IS NOT AS BAD as never being wanted and respected', 'From time to time huh ...']"
uqKGREZs6-w,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'I have always thought that doing this stuff is wasting Earth’s resources. Not unlimited amounts of steel or aluminum etc.', ""Couldn't Orbital Solar be more feasible for Mars? much less atmosphere to beam power through?"", '""Yo what country you from?"" \n""Mars""', 'Why don’t they use lab grown meat as it is being developed', ""honestly, it seems like it would be easier to terraform earth. Unfortunately, the people who benefit from the fossil fuel energy and industrial farming so strongly oppose any efforts to fix our planet that we can't.\nSo, if humans are too self-centered to fix an almost perfect planet, we have no chance of making a challenging environment habitable."", ""We're gonna need Mark Watney if we do this"", 'Even Kurzgesagt is anti-Musk lol.', 'Funny enough. Alot of this can be Solved by Setting up a Proper Internet Connection for a Mars Base.\nEven if they cant Play Online Games thanks to there being a Several Minute long Delay between Communications. Thus being Forced to effectively Download everything to use on the Base. \nHaving Online Forums and being able to Download Games and Videos etc. Goes a Great Way towards keeping People Entertained and make sure that their Mental Health doesnt Degrade too much. \nEspecially considering this Allows them to also Watch News and keep themselves somewhat Informed of the World. As well as keeping a Permanent Chat and Mail Contact with Family Members and Friends. Thus being able to Continue at least a Portion of their Social Life.', 'Just don’t touch it’s waters and Mars will be fine']"
8PmM6SUn7Es,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'organic poison is still poison', 'Damn just barely missed the special offer', 'Organic tastes better', 'I like how in the beginning the lemon turned into lemongrab from adventure time', 'Go to Whole Foods and you\'ll see people covered in heavy-metal-based tattoos (you know, cadmium, lead, chromium, ...), yet they only ""eat clean."" They are suffering from an extreme irony deficiency.', 'эыфж гъавты ьгйдм ьэфтъӀ', 'I wish animating were as easy as pressing a button', 'The problem today is that actually eating organic or non organic have even become taking political sides, and this has nothing to do with a serious scientific study. The only thing that I can say is, being an Agonomist myself (trained in conventional agriculture),  that different studies show different results, and can be interpreted in different ways. One need to read a lot and compare research and studies to come up with some idea, and I have being reading and studying from different sources for over twenty five years, and my conclusion is that organic has an advantage and benefit for human health, and for the environment (the last is a personal view, under a scientific perspective, not a socio-political statement....).', 'love your videos, but this one kinda seemed like u were trying to make the point, everybody wanted to hear. When we talk about the toxicity of pesticides, we can‘t leave out how the methods of conventional farming is destroying the soil. It’s the amount and the toxicity when used often and directly on the plants and the ground beneath it. You also left out the aspect of the mindlessness those producers use their „not so toxic after all“ pesticides. Google banana production and how workers die because of the pesticides that are randomly applied from planes while they are still working down there! The conclusion of such a video shouldn’t be „none of the options is better than the other, both have pros and cons“ or in other words: „buy the cheaper stuff, it’s ok.“ It should be: We clearly and finally need strict global standards for organic produce. Standars that have sustainability in mind. And yes, of course local and seasonal is the gold standard but that’s only in addition to true organic/ close to natural production methods.']"
M7CkdB5z9PY,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'Aww you could have shown the planet getting recaptured by another sun.... that would have been fun.', 'Dear god this is 5 years old', '""As hard as bedrock""', '“[Redacted], [Redacted]! The core is Cooling! What are we going to do?!”', 'Imagine a species on that ice planet, that evolves but is guaranteed to run into that ""totally frozen over"" eventually no matter what. \n\nIn such a stable environment, how and when does the species eventually die out?', ""Hey, doesn't all this apply to planet x (if it exists)also one obout the 12 different life holding objects(moons and dwarfs)would be golden"", ""Poor brown dwarfs... anyways let's continue"", 'Your channel would be the only person to be able to explain anything to me even math and french', 'What are all the types of rogue planets']"
pP44EPBMb8A,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', '7:25 NOOOOOOOO NOT MAGICARP!', ""I'm genuinely surprised this guy isn't an agent for NASA yet."", 'someone show this to elon musk', 'You don’t need to be hired by Nasa, *you* need to *hire* Nasa', 'Gotta patent your chop up mercury idea', ""1:30 : You can't even build ANYTHING to put out the fire in the Darvaza gas crater, and yet you want to build a sphere over the burning Sun??? Get a life!"", '0:42 : More like ""look for new places to exploit and then destroy, then move on to the next place ...""\n\nThis is the reason There is NO Planet B!', 'the music distract please remove it', 'harnessing our own Sun is the dumbest thing we could do i guess. but if we can we should try it and make not of some warnings or maybe not as well :D its just a Sun in our own system']"
yS1ibDImAYU,"['You want to learn more about space? Check out our space products on the kurzgesagt shop – all designed with love and produced with care. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone.  \n►► http://kgs.link/space\n(Worldwide Shipping Available)', 'i think the magnet is a very good idea in my opinion', 'Just a reminder that it’s not “humanity” that did this but once again, wasteful corporate interests that most of us wouldn’t be so short-sided to do.\n\nCalling things a “human” problem is a way to blame no one for the problem which is what corporations would want. Bonus fact: Only 100 corporations are responsible for 71% of global emissions causing climate change.', 'so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool so cool  ...\nRead more', ""So as if earth itself wasn't enough for us to turn it into a grabage bin, now we're throwing garbage in space? Good job humanity. In decades, earth will be like big bro Saturn"", 'The Cosmos, in of itself, is an eternal prison for any species who enters it. Humanity should stay on earth, even if we die here. It’s better than the infinite other extinction events the universe offers.', ""End of Space – Creating a Prison for Humanity\r\n\r\nIn the vast expanse where galaxies gleam,\r\nA tale unfolds, a cosmic dream.\r\nKurzgesagt whispers of an end,\r\nA space-bound prison, around us to bend.\r\n\r\nIn the dance of stars, a celestial waltz,\r\nA warning sounds, as the dark exalts.\r\nHumanity, the architect of its own cell,\r\nIn the cosmos, where mysteries swell.\r\n\r\nIn a nutshell, they say, the truth unveiled,\r\nA narrative where our destiny's hailed.\r\nA prison not of bars, but of our own make,\r\nAs we venture to the stars, a cosmic mistake?\r\n\r\nThe quest for progress, knowledge, and might,\r\nUnleashes a paradox, a boundless plight.\r\nEndless expansion, a reach for the sky,\r\nYet, Kurzgesagt warns, a limit is nigh.\r\n\r\nSpaceships and colonies, dreams in the void,\r\nA vision that once left us overjoyed.\r\nYet, in the echoes of propulsion's roar,\r\nA prison emerges, we can't ignore.\r\n\r\nResources finite, like stars that decay,\r\nIn the cosmic ballet, a price we pay.\r\nEnd of space, an ominous decree,\r\nAs we weave a web, a cosmic plea.\r\n\r\nThe nutshell reveals a truth profound,\r\nIn the universe's grasp, we're tightly bound.\r\nA cautionary tale, a call to reflect,\r\nBefore our ambitions, the cosmos infect.\r\n\r\nKurzgesagt's whisper, a cosmic alarm,\r\nEnd of space, a narrative charm.\r\nYet, in our hands, the power to decide,\r\nTo shape a destiny, not just to abide."", 'The first step in escaping Prison Planet Earth is becoming aware of what the true Prison really is. The material universe is a Prison of our own making composed of Lies, Considerations, and Problems of Matter, Energy, Space, and Time. Earth is a prison cell within a larger Prison facility known as the material universe. We are Beings, Souls, and Entities, inhabiting a material universe body whether Human or otherwise within it. The only way to escape the Prison is by rehabilitating the Being, Soul, and Entities so as to not be subject to and controlled and trapped by the material universe. This is now Possible ! Yes it may be fun, interesting, fascinating Etc... to devise ways to go great distances and move around even in time and alternate planes of exsistans but the labyrinth that is the material Universes and such it is not the way out of the Prison.', ""We just can't keep our trash on earth"", 'We can make rings']"
-O5kNPlUV7w,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', ""Why do we find minimalism and simplistic things appealing? The video was very insightful, agreeable and fascinating to learn from. However, i can't seem to understand why we find beauty in simple things. Is it the contrast between the busy lifestyles that we live? Is it the 'cleaner' look? Is it the geometry?\n\nPlease share your thoughts in the reply section, I would really like a different perspective on this. Thank you, hope you have a wonderful day!!"", 'This is beautiful! ', 'Today I saw clouds that were layered and you might see it as stairs to heaven', 'i think someone forgot to give the memo to modernist architects', ""We've been saying this for a long time, that man needs a component outside of himself to maintain a sense of the transcendental. Great video"", ""This is a curse ...its okay to find beauty in our surroundings but it is not the same for people.\nYou might never be able to change how beautiful you are ... And no one might perceive you as beautiful. With time even the the most beautiful people will become old and the beauty will fade. Sad part being that some people don't get to be beautiful ever."", 'Amei o vídeo mas a pergunta poderia ser:""porquê as pessoas feliz deixam as coisas belas?""', 'why are things in nature symmetrical/the shapes they are?', 'Great video!']"
NxvQPzrg2Wg,"['Head over to our shop to get exclusive kurzgesagt merch and sciency products designed with love. \nGetting something from the kurzgesagt shop is the best way to support us and to keep our videos free for everyone. \n►► http://kgs.link/shopkgs\n(Worldwide Shipping Available)', 'Bill gate sellouts', 'No matter what kurzgesagt in a Nutshell will never get old . Keep it up i love your videos🙂', 'and now i want a steak...', '2:00 where is this information from? Cause it is pretty exagerated, it is actually 8:1 ratio', 'Most lies I’ve ever heard was in this video', 'There was a time in my freshman year of college where I actually got sick from eating fried chicken. Haven’t touched it since. Unless it’s sweet n sour chicken', 'Wow I really shouldn’t have watched this 😂😭 or maybe it’s for the best', ""5 years later I'm still back here watching this while I ate my lunch....😅"", 'Bobs burgers fan here 😂👇👇']"
